Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Median time in port (days) Missing value,Average age of vessels (years),Average age of vessels (years) Footnote,Average age of vessels (years) Missing value,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Average size (GT) of vessels Missing value,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Average cargo carrying capacity (dwt) per vessel Missing value,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Average container carrying capacity (TEU) per container ship Missing value,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Maximum size (GT) of vessels Missing value,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Maximum cargo carrying capacity (dwt) of vessels Missing value,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Maximum container carrying capacity (TEU) of container ships Missing value
2018S01,"S1   2018",702,"Singapore",08,"Liquefied natural gas carriers",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported"
2018S01,"S1   2018",702,"Singapore",05,"Dry bulk carriers",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported"
2018S01,"S1   2018",702,"Singapore",04,"Dry breakbulk carriers",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported"
2018S01,"S1   2018",702,"Singapore",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported"
2018S01,"S1   2018",702,"Singapore",03,"Container ships",,,"Not publishable",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported",,,"Not publishable"
2018S01,"S1   2018",702,"Singapore",01,"Passenger ships",,,"Not available or not separately reported",,,"Not publishable",,,"Not publishable",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not publishable",,,"Not available or not separately reported",,,"Not available or not separately reported"
2018S01,"S1   2018",724,"Spain",00,"All ships",0.85,,,16,,,15885,,,14110,,,3256,,,228081,,,209096,,,20776,,
2018S01,"S1   2018",724,"Spain",02,"Liquid bulk carriers",0.84,,,11,,,11000,,,18132,,,,,"Not available or not separately reported",88393,,,167294,,,,,"Not available or not separately reported"
2018S01,"S1   2018",724,"Spain",07,"Liquefied petroleum gas carriers",0.95,,,11,,,7219,,,8297,,,,,"Not available or not separately reported",48456,,,58690,,,,,"Not available or not separately reported"
2018S01,"S1   2018",724,"Spain",08,"Liquefied natural gas carriers",1.04,,,10,,,92008,,,72911,,,,,"Not available or not separately reported",136739,,,107153,,,,,"Not available or not separately reported"
2018S01,"S1   2018",724,"Spain",05,"Dry bulk carriers",2.25,,,14,,,25581,,,44915,,,,,"Not available or not separately reported",107666,,,209096,,,,,"Not available or not separately reported"
2018S01,"S1   2018",724,"Spain",04,"Dry breakbulk carriers",1.14,,,15,,,5161,,,7226,,,,,"Not available or not separately reported",51065,,,81279,,,,,"Not available or not separately reported"
2018S01,"S1   2018",724,"Spain",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",16,,,22470,,,8391,,,,,"Not available or not separately reported",77000,,,48988,,,,,"Not available or not separately reported"
2018S01,"S1   2018",724,"Spain",03,"Container ships",0.66,,,13,,,35658,,,,,"Not available or not separately reported",3256,,,217673,,,,,"Not available or not separately reported",20776,,
2018S01,"S1   2018",724,"Spain",01,"Passenger ships",,,"Not available or not separately reported",19,,,13579,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228081,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2018S01,"S1   2018",752,"Sweden",00,"All ships",0.79,,,22,,,15053,,,8634,,,1471,,,214286,,,164214,,,19630,,
2018S01,"S1   2018",752,"Sweden",02,"Liquid bulk carriers",0.67,,,14,,,8284,,,12944,,,,,"Not available or not separately reported",94729,,,164214,,,,,"Not available or not separately reported"
2018S01,"S1   2018",752,"Sweden",07,"Liquefied petroleum gas carriers",0.81,,,14,,,7192,,,8190,,,,,"Not available or not separately reported",48051,,,55047,,,,,"Not available or not separately reported"
2018S01,"S1   2018",752,"Sweden",08,"Liquefied natural gas carriers",0.58,,,4,,,10517,,,7448,,,,,"Not available or not separately reported",22887,,,20900,,,,,"Not available or not separately reported"
2018S01,"S1   2018",752,"Sweden",05,"Dry bulk carriers",0.53,,,28,,,6448,,,9293,,,,,"Not available or not separately reported",50633,,,95746,,,,,"Not available or not separately reported"
2018S01,"S1   2018",752,"Sweden",04,"Dry breakbulk carriers",1.04,,,19,,,3485,,,4959,,,,,"Not available or not separately reported",30469,,,38330,,,,,"Not available or not separately reported"
2018S01,"S1   2018",752,"Sweden",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",18,,,24919,,,11297,,,,,"Not available or not separately reported",100430,,,55631,,,,,"Not available or not separately reported"
2018S01,"S1   2018",752,"Sweden",03,"Container ships",0.67,,,14,,,15778,,,,,"Not available or not separately reported",1471,,,214286,,,,,"Not available or not separately reported",19630,,
2018S01,"S1   2018",752,"Sweden",01,"Passenger ships",,,"Not available or not separately reported",24,,,18114,,,,,"Not available or not separately reported",,,"Not available or not separately reported",145655,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2018S01,"S1   2018",792,"Türkiye",00,"All ships",1.23,,,24,,,5510,,,14346,,,3025,,,161135,,,319360,,,15226,,
2018S01,"S1   2018",792,"Türkiye",02,"Liquid bulk carriers",1.1,,,13,,,16081,,,27665,,,,,"Not available or not separately reported",161135,,,319360,,,,,"Not available or not separately reported"
2018S01,"S1   2018",792,"Türkiye",07,"Liquefied petroleum gas carriers",1.38,,,14,,,18648,,,21780,,,,,"Not available or not separately reported",48419,,,58677,,,,,"Not available or not separately reported"
2018S01,"S1   2018",792,"Türkiye",08,"Liquefied natural gas carriers",1.3,,,11,,,114906,,,94648,,,,,"Not available or not separately reported",137535,,,122079,,,,,"Not available or not separately reported"
2018S01,"S1   2018",792,"Türkiye",05,"Dry bulk carriers",4.13,,,14,,,24923,,,43041,,,,,"Not available or not separately reported",106884,,,206030,,,,,"Not available or not separately reported"
2018S01,"S1   2018",792,"Türkiye",04,"Dry breakbulk carriers",1.55,,,26,,,3836,,,5415,,,,,"Not available or not separately reported",42515,,,54204,,,,,"Not available or not separately reported"
2018S01,"S1   2018",792,"Türkiye",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",26,,,21413,,,8942,,,,,"Not available or not separately reported",76420,,,46705,,,,,"Not available or not separately reported"
2018S01,"S1   2018",792,"Türkiye",03,"Container ships",0.63,,,15,,,33242,,,,,"Not available or not separately reported",3025,,,153744,,,,,"Not available or not separately reported",15226,,
2018S01,"S1   2018",792,"Türkiye",01,"Passenger ships",,,"Not available or not separately reported",25,,,1624,,,,,"Not available or not separately reported",,,"Not available or not separately reported",98785,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2018S01,"S1   2018",926,"United Kingdom",00,"All ships",1.09,,,17,,,13546,,,11828,,,3549,,,217673,,,320051,,,21413,,
2018S01,"S1   2018",926,"United Kingdom",02,"Liquid bulk carriers",1.05,,,14,,,12484,,,20747,,,,,"Not available or not separately reported",165125,,,320051,,,,,"Not available or not separately reported"
2018S01,"S1   2018",926,"United Kingdom",07,"Liquefied petroleum gas carriers",1.07,,,11,,,6779,,,7170,,,,,"Not available or not separately reported",47454,,,54684,,,,,"Not available or not separately reported"
2018S01,"S1   2018",926,"United Kingdom",08,"Liquefied natural gas carriers",1.44,,,7,,,76288,,,62942,,,,,"Not available or not separately reported",168189,,,154900,,,,,"Not available or not separately reported"
2018S01,"S1   2018",926,"United Kingdom",05,"Dry bulk carriers",2.59,,,14,,,25214,,,43717,,,,,"Not available or not separately reported",99195,,,187882,,,,,"Not available or not separately reported"
2018S01,"S1   2018",926,"United Kingdom",04,"Dry breakbulk carriers",1.45,,,18,,,3339,,,4571,,,,,"Not available or not separately reported",71543,,,81279,,,,,"Not available or not separately reported"
2018S01,"S1   2018",926,"United Kingdom",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",15,,,24195,,,9931,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2018S01,"S1   2018",926,"United Kingdom",03,"Container ships",0.73,,,13,,,38235,,,,,"Not available or not separately reported",3549,,,217673,,,,,"Not available or not separately reported",21413,,
2018S01,"S1   2018",926,"United Kingdom",01,"Passenger ships",,,"Not available or not separately reported",18,,,12082,,,,,"Not available or not separately reported",,,"Not available or not separately reported",171598,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2018S01,"S1   2018",842,"United States of America",00,"All ships",1.45,,,24,,,16327,,,47104,,,5254,,,227700,,,320805,,,14568,,
2018S01,"S1   2018",842,"United States of America",02,"Liquid bulk carriers",1.64,,,10,,,36094,,,62635,,,,,"Not available or not separately reported",170004,,,320805,,,,,"Not available or not separately reported"
2018S01,"S1   2018",842,"United States of America",07,"Liquefied petroleum gas carriers",2,,,8,,,29913,,,34320,,,,,"Not available or not separately reported",57509,,,59138,,,,,"Not available or not separately reported"
2018S01,"S1   2018",842,"United States of America",08,"Liquefied natural gas carriers",1.37,,,5,,,88802,,,72291,,,,,"Not available or not separately reported",136740,,,100000,,,,,"Not available or not separately reported"
2018S01,"S1   2018",842,"United States of America",05,"Dry bulk carriers",2.3,,,16,,,29914,,,53041,,,,,"Not available or not separately reported",94995,,,183123,,,,,"Not available or not separately reported"
2018S01,"S1   2018",842,"United States of America",04,"Dry breakbulk carriers",1.77,,,17,,,11766,,,15805,,,,,"Not available or not separately reported",66870,,,73296,,,,,"Not available or not separately reported"
2018S01,"S1   2018",842,"United States of America",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",13,,,55763,,,20615,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2018S01,"S1   2018",842,"United States of America",03,"Container ships",0.98,,,13,,,58876,,,,,"Not available or not separately reported",5254,,,167658,,,,,"Not available or not separately reported",14568,,
2018S01,"S1   2018",842,"United States of America",01,"Passenger ships",,,"Not available or not separately reported",28,,,7727,,,,,"Not available or not separately reported",,,"Not available or not separately reported",227700,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2018S02,"S2   2018",0000,"World",00,"All ships",0.97,,,18,,,14920,,,24342,,,3550,,,228081,,,404389,,,21413,,
2018S02,"S2   2018",0000,"World",02,"Liquid bulk carriers",0.94,,,13,,,15615,,,27155,,,,,"Not available or not separately reported",172146,,,323527,,,,,"Not available or not separately reported"
2018S02,"S2   2018",0000,"World",07,"Liquefied petroleum gas carriers",1.03,,,13,,,10779,,,12181,,,,,"Not available or not separately reported",58100,,,64220,,,,,"Not available or not separately reported"
2018S02,"S2   2018",0000,"World",08,"Liquefied natural gas carriers",1.12,,,10,,,94838,,,73747,,,,,"Not available or not separately reported",168189,,,155159,,,,,"Not available or not separately reported"
2018S02,"S2   2018",0000,"World",05,"Dry bulk carriers",2,,,13,,,31757,,,56815,,,,,"Not available or not separately reported",203483,,,404389,,,,,"Not available or not separately reported"
2018S02,"S2   2018",0000,"World",04,"Dry breakbulk carriers",1.1,,,19,,,5422,,,7357,,,,,"Not available or not separately reported",91784,,,138743,,,,,"Not available or not separately reported"
2018S02,"S2   2018",0000,"World",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",16,,,25444,,,10272,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2018S02,"S2   2018",0000,"World",03,"Container ships",0.71,,,12,,,38635,,,,,"Not available or not separately reported",3550,,,217673,,,,,"Not available or not separately reported",21413,,
2018S02,"S2   2018",0000,"World",01,"Passenger ships",,,"Not available or not separately reported",21,,,8883,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228081,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2018S02,"S2   2018",036,"Australia",00,"All ships",1.46,,,19,,,26220,,,78398,,,4454,,,168666,,,299688,,,8530,,
2018S02,"S2   2018",036,"Australia",02,"Liquid bulk carriers",1.35,,,7,,,24303,,,41643,,,,,"Not available or not separately reported",154182,,,299271,,,,,"Not available or not separately reported"
2018S02,"S2   2018",036,"Australia",07,"Liquefied petroleum gas carriers",0.92,,,10,,,12421,,,14546,,,,,"Not available or not separately reported",48772,,,58757,,,,,"Not available or not separately reported"
2018S02,"S2   2018",036,"Australia",08,"Liquefied natural gas carriers",1.19,,,8,,,110490,,,84144,,,,,"Not available or not separately reported",144978,,,109555,,,,,"Not available or not separately reported"
2018S02,"S2   2018",036,"Australia",05,"Dry bulk carriers",1.62,,,9,,,59027,,,110722,,,,,"Not available or not separately reported",152219,,,299688,,,,,"Not available or not separately reported"
